line_item_id,event_date_local,impressions,clicks,media_cost_usd,billing_month
LI-5006,2026-06-27,72310,139,279.18,2026-06
LI-5105,2026-06-08,6270,10,23.12,2026-06
LI-5006,2026-06-10,55944,53,98.62,2026-06
LI-5013,2026-06-05,6075,11,18.9,2026-06
LI-5101,2026-06-19,7841,5,14.83,2026-06
LI-5008,2026-04-14,5286,3,12.31,2026-04
LI-5104,2026-04-27,3384,6,13.51,2026-04
LI-5106,2026-04-11,6580,7,14.03,2026-04
LI-5011,2026-05-22,7722,9,22.72,2026-05
LI-5106,2026-04-28,4385,7,9.33,2026-04
LI-5004,2026-06-08,36196,36,95.14,2026-06
LI-5006,2026-06-05,44812,61,176.96,2026-06
LI-5008,2026-06-09,9082,16,18.3,2026-06
LI-5102,2026-04-05,5457,11,10.14,2026-04
LI-5004,2026-05-15,33157,27,122.87,2026-05
LI-5104,2026-06-04,3588,5,14.21,2026-06
LI-5102,2026-06-24,7043,14,16.42,2026-06
LI-5005,2026-05-07,7909,14,21.2,2026-05
LI-5002,2026-06-17,9709,12,36.83,2026-06
LI-5007,2026-05-19,13660,20,39.99,2026-05
LI-5006,2026-05-21,62417,58,108.74,2026-05
LI-5011,2026-06-13,6351,7,12.11,2026-06
LI-5103,2026-05-02,5142,7,11.59,2026-05
LI-5011,2026-05-02,-9408,12,27.31,2026-05
LI-5013,2026-04-23,6959,8,25.94,2026-04
LI-5009,2026-05-18,16634,33,27.09,2026-05
LI-5004,2026-05-17,43208,89,105.69,2026-05
LI-5104,2026-06-02,4180,7,7.25,2026-06
LI-5102,2026-05-01,6667,13,24.56,2026-05
LI-5004,2026-06-22,28592,42,56.44,2026-06
LI-5008,2026-06-18,11059,17,20.94,2026-06
LI-5013,2026-05-22,6805,4,27.59,2026-05
LI-5102,2026-04-13,5040,9,11.7,2026-04
LI-5105,2026-05-03,2701,1,11.12,2026-05
LI-5008,2026-05-13,8068,6,13.4,2026-05
LI-5014,2026-05-05,14576,24,27.23,2026-05
LI-5105,2026-05-25,8611,4,26.54,2026-05
LI-5101,2026-06-25,8749,10,14.9,2026-06
LI-5104,2026-05-24,2001,0,3.73,2026-05
LI-5101,2026-04-08,7561,11,25.7,2026-04
LI-5102,2026-05-21,6317,11,12.74,2026-05
LI-5008,2026-04-01,10479,17,41.48,2026-04
LI-5106,2026-05-18,4710,8,10.27,2026-05
LI-5003,2026-04-12,9694,5,28.38,2026-04
LI-5014,2026-05-17,11500,11,47.06,2026-05
LI-5105,2026-04-29,6367,4,17.51,2026-04
LI-5101,2026-05-11,8434,7,19.18,2026-05
LI-5101,2026-04-19,8288,5,21.65,2026-04
LI-5006,2026-06-26,61445,100,148.31,2026-06
LI-5006,2026-06-22,38272,72,160.29,2026-06
LI-5999,2026-04-11,37181,30,110.08,2026-04
LI-5999,2026-04-12,31305,62,108.91,2026-04
LI-5001,2026-04-19,45401,60,182.62,2026-04
LI-5008,2026-04-09,10772,4,25.98,2026-04
LI-5005,2026-06-10,5293,2,11.07,2026-06
LI-5010,2026-04-25,41438,82,153.75,2026-04
LI-5005,2026-06-21,7843,8,28.27,2026-06
LI-5102,2026-06-21,5651,10,19.82,2026-06
LI-5013,2026-04-18,4892,5,9.55,2026-04
LI-5005,2026-06-15,3785,2,12.17,2026-06
LI-5008,2026-06-27,10378,17,39.34,2026-06
LI-5012,2026-05-18,25569,19,83.46,2026-05
LI-5009,2026-06-04,27533,45,83.16,2026-06
LI-5013,2026-05-29,5846,7,19.28,2026-05
LI-5009,2026-05-29,14764,22,54.74,2026-05
LI-5010,2026-04-08,32565,15,134.08,2026-04
LI-5105,2026-04-06,7057,9,19.45,2026-04
LI-5015,2026-04-12,9705,10,36.72,2026-04
LI-5015,2026-05-13,9487,10,34.62,2026-05
LI-5104,2026-05-10,2980,2,10.43,2026-05
LI-5004,2026-05-07,40295,62,122.16,2026-05
LI-5006,2026-05-02,53028,55,166.45,2026-05
LI-5105,2026-04-13,6617,5,26.95,2026-04
LI-5010,2026-05-29,33819,50,86.39,2026-05
LI-5008,2026-05-26,7501,9,18.02,2026-05
LI-5006,2026-05-06,55742,76,114.36,2026-05
LI-5007,2026-04-13,15637,21,46.86,2026-04
LI-5001,2026-05-19,28776,21,93.67,2026-05
LI-5105,2026-05-13,6558,3,26.2,2026-05
LI-5007,2026-06-06,13892,7,30.43,2026-06
LI-5015,2026-06-19,11970,5,26.92,2026-06
LI-5016,2026-06-10,19083,14,50.98,2026-06
LI-5007,2026-04-15,10415,7,43.43,2026-04
LI-5105,2026-06-19,9620,15,15.96,2026-06
LI-5016,2026-06-16,26166,42,80.08,2026-06
LI-5010,2026-05-24,34827,21,135.12,2026-05
LI-5012,2026-05-31,26227,51,78.95,2026-05
LI-5001,2026-05-01,43658,40,71.57,2026-05
LI-5106,2026-04-14,8493,14,24.36,2026-04
LI-5105,2026-04-10,8219,13,33.57,2026-04
LI-5007,2026-04-08,9571,6,20.94,2026-04
LI-5009,2026-05-06,17530,31,46.09,2026-05
LI-5102,2026-06-06,8715,4,27.73,2026-06
LI-5104,2026-05-03,3699,6,12.47,2026-05
LI-5014,2026-05-27,12930,14,21.1,2026-05
LI-5009,2026-05-17,16814,7,36.09,2026-05
LI-5013,2026-04-17,7462,14,31.16,2026-04
LI-5002,2026-05-09,10356,12,33.53,2026-05
LI-5007,2026-06-29,8193,4,28.62,2026-06
LI-5007,2026-04-10,13448,15,24.18,2026-04
LI-5010,2026-04-30,22996,10,77.56,2026-05
LI-5014,2026-04-20,15013,21,54.27,2026-04
LI-5006,2026-04-01,58922,57,193.96,2026-04
LI-5002,2026-06-12,8090,12,32.84,2026-06
LI-5106,2026-06-08,7709,12,29.0,2026-06
LI-5103,2026-05-01,2576,4,6.71,2026-05
LI-5013,2026-05-26,6602,4,23.2,2026-05
LI-5013,2026-06-23,6171,3,17.86,2026-06
LI-5001,2026-05-13,43980,31,184.24,2026-05
LI-5014,2026-04-15,13241,20,34.95,2026-04
LI-5010,2026-06-06,23038,43,82.92,2026-06
LI-5106,2026-05-10,9432,5,17.53,2026-05
LI-5103,2026-06-09,3708,3,10.17,2026-06
LI-5004,2026-04-09,26441,51,71.83,2026-04
LI-5011,2026-04-24,5542,3,13.2,2026-04
LI-5105,2026-04-15,8833,5,14.99,2026-04
LI-5011,2026-05-20,9774,8,31.12,2026-05
LI-5999,2026-04-02,39868,64,94.48,2026-04
LI-5012,2026-04-28,27846,28,68.04,2026-04
LI-5014,2026-04-19,4818,5,10.89,2026-04
LI-5002,2026-06-19,8767,9,33.29,2026-06
LI-5106,2026-06-16,8744,11,36.45,2026-06
LI-5016,2026-06-06,30210,19,53.56,2026-06
LI-5012,2026-06-06,25588,40,42.91,2026-06
LI-5011,2026-06-26,8072,15,23.27,2026-06
LI-5999,2026-04-19,43428,66,120.92,2026-04
LI-5003,2026-05-27,19027,39,70.26,2026-05
LI-5005,2026-05-08,7157,12,14.14,2026-05
LI-5007,2026-05-21,14364,17,47.59,2026-05
LI-5008,2026-05-01,6941,4,18.37,2026-05
LI-5006,2026-05-28,33774,16,115.06,2026-05
LI-5014,2026-04-30,8306,17,18.27,2026-04
LI-5005,2026-04-16,7029,3,20.04,2026-04
LI-5011,2026-04-14,8586,10,32.73,2026-04
LI-5106,2026-05-13,5426,9,12.42,2026-05
LI-5002,2026-06-04,11236,12,34.05,2026-06
LI-5102,2026-05-04,8851,7,27.09,2026-05
LI-5010,2026-06-11,29110,46,121.5,2026-06
LI-5012,2026-05-08,24443,16,63.87,2026-05
LI-5105,2026-04-28,5474,5,22.18,2026-04
LI-5011,2026-04-16,8212,5,33.86,2026-04
LI-5015,2026-05-16,7754,3,30.76,2026-05
LI-5102,2026-04-14,5560,4,15.88,2026-04
LI-5006,2026-06-15,58284,53,168.78,2026-06
LI-5103,2026-05-08,2865,1,6.48,2026-05
LI-5009,2026-05-08,15662,23,50.43,2026-05
LI-5101,2026-04-15,4517,5,10.87,2026-04
LI-5012,2026-04-03,22480,35,62.43,2026-04
LI-5011,2026-05-11,7633,8,16.63,2026-05
LI-5101,2026-04-03,6310,4,10.46,2026-04
LI-5105,2026-05-05,4705,2,17.38,2026-05
LI-5102,2026-05-25,4900,7,12.57,2026-05
LI-5015,2026-05-07,9764,4,15.85,2026-05
LI-5102,2026-05-14,6116,6,24.63,2026-05
LI-5011,2026-06-12,6081,6,16.81,2026-06
LI-5009,2026-06-25,31852,40,97.98,2026-06
LI-5012,2026-05-30,23327,47,96.44,2026-05
LI-5008,2026-05-18,7867,15,20.0,2026-05
LI-5009,2026-06-12,21949,20,78.15,2026-06
LI-5014,2026-06-23,17263,23,60.8,2026-06
LI-5005,2026-05-16,5605,8,16.66,2026-05
LI-5011,2026-06-23,4713,8,13.33,2026-06
LI-5003,2026-05-26,13239,18,38.54,2026-05
LI-5004,2026-04-24,13352,10,25.32,2026-04
LI-5003,2026-04-19,20912,38,66.72,2026-04
LI-5005,2026-04-12,7343,13,20.75,2026-04
LI-5015,2026-05-26,11030,19,25.72,2026-05
LI-5002,2026-04-09,10474,8,35.78,2026-04
LI-5008,2026-05-20,7600,13,24.56,2026-05
LI-5008,2026-04-11,10400,6,35.75,2026-04
LI-5002,2026-04-19,9482,18,36.87,2026-04
LI-5002,2026-06-28,9858,12,33.48,2026-06
LI-5007,2026-06-16,16422,18,36.8,2026-06
LI-5101,2026-05-24,-6840,14,22.85,2026-05
LI-5007,2026-06-24,10146,8,41.26,2026-06
LI-5101,2026-06-21,5325,3,10.85,2026-06
LI-5999,2026-04-16,32321,37,68.83,2026-04
LI-5106,2026-06-23,7807,9,28.64,2026-06
LI-5002,2026-06-07,7095,3,26.11,2026-06
LI-5106,2026-05-12,11630,7,36.03,2026-05
LI-5002,2026-05-14,9004,10,31.13,2026-05
LI-5006,2026-05-01,59906,92,210.75,2026-05
LI-5010,2026-06-08,26350,30,56.49,2026-06
LI-5001,2026-05-23,56653,35,147.52,2026-05
LI-5015,2026-06-14,15714,17,62.28,2026-06
LI-5101,2026-04-02,4108,7,16.11,2026-04
LI-5004,2026-05-27,29877,27,104.12,2026-05
LI-5011,2026-05-29,6726,13,25.3,2026-05
LI-5009,2026-04-09,25311,12,87.44,2026-04
LI-5009,2026-04-27,28478,41,65.85,2026-04
LI-5012,2026-04-23,23097,18,46.33,2026-04
LI-5015,2026-04-21,9971,9,25.41,2026-04
LI-5103,2026-06-29,2839,2,5.43,2026-06
LI-5001,2026-04-23,53013,30,99.68,2026-04
LI-5009,2026-05-27,21445,29,46.98,2026-05
LI-5006,2026-04-19,35728,47,109.25,2026-04
LI-5007,2026-06-02,13907,21,48.18,2026-06
LI-5105,2026-06-23,7978,10,17.11,2026-06
LI-5015,2026-04-16,12506,25,44.31,2026-04
LI-5016,2026-06-13,25570,25,63.76,2026-06
LI-5004,2026-04-17,45074,22,134.01,2026-04
LI-5102,2026-06-11,7137,4,24.44,2026-06
LI-5006,2026-04-13,77471,41,173.22,2026-04
LI-5007,2026-05-29,13648,5,36.38,2026-05
LI-5001,2026-06-06,40390,61,129.3,2026-06
LI-5005,2026-06-27,7747,12,24.74,2026-06
LI-5016,2026-06-03,20585,28,62.1,2026-06
LI-5012,2026-05-10,21455,13,39.31,2026-05
LI-5003,2026-05-07,15035,8,25.52,2026-05
LI-5101,2026-06-06,9480,5,36.48,2026-06
LI-5002,2026-05-23,9851,19,25.41,2026-05
LI-5103,2026-06-08,4275,2,17.5,2026-06
LI-5008,2026-06-19,7624,8,27.5,2026-06
LI-5014,2026-04-26,12955,11,37.36,2026-04
LI-5014,2026-06-14,13863,11,42.74,2026-06
LI-5102,2026-04-09,6835,9,13.08,2026-04
LI-5102,2026-04-17,4377,2,15.85,2026-04
LI-5006,2026-06-17,47704,57,101.94,2026-06
LI-5101,2026-05-14,6969,13,11.94,2026-05
LI-5013,2026-05-23,4088,8,6.8,2026-05
LI-5008,2026-05-16,9233,14,19.24,2026-05
LI-5001,2026-06-29,44401,55,72.72,2026-06
LI-5003,2026-05-10,8433,6,17.96,2026-05
LI-5014,2026-06-07,3524,1,9.9,2026-06
LI-5101,2026-05-09,7631,3,15.45,2026-05
LI-5013,2026-05-10,6037,3,17.93,2026-05
LI-5006,2026-04-18,47873,30,189.12,2026-04
LI-5104,2026-05-01,4433,7,8.49,2026-05
LI-5007,2026-06-17,11464,20,42.31,2026-06
LI-5104,2026-05-23,3864,4,11.46,2026-05
LI-5103,2026-06-18,4634,5,13.69,2026-06
LI-5102,2026-05-17,5546,6,20.94,2026-05
LI-5103,2026-05-22,5037,10,12.77,2026-05
LI-5104,2026-05-20,3354,1,5.62,2026-05
LI-5005,2026-05-27,6358,13,21.2,2026-05
LI-5010,2026-04-12,36622,23,69.5,2026-04
LI-5002,2026-05-20,6298,3,25.35,2026-05
LI-5103,2026-06-01,3684,6,12.31,2026-06
LI-5006,2026-04-08,54074,34,186.82,2026-04
LI-5011,2026-04-02,7211,13,29.25,2026-04
LI-5002,2026-04-15,9637,14,26.49,2026-04
LI-5102,2026-06-30,6202,11,24.62,2026-06
LI-5105,2026-05-11,4551,6,7.9,2026-05
LI-5015,2026-05-03,13044,7,22.51,2026-05
LI-5011,2026-05-03,5700,11,14.97,2026-05
LI-5013,2026-06-22,4334,6,12.14,2026-06
LI-5102,2026-06-29,6754,13,24.21,2026-06
LI-5007,2026-06-07,12086,11,49.08,2026-06
LI-5013,2026-05-27,4909,3,8.1,2026-05
LI-5103,2026-05-23,5776,11,22.28,2026-05
LI-5013,2026-06-13,8117,13,17.95,2026-06
LI-5102,2026-06-04,5700,5,10.56,2026-06
LI-5012,2026-05-15,18839,32,62.07,2026-05
LI-5006,2026-06-03,47726,53,176.28,2026-06
LI-5015,2026-06-16,9788,4,19.55,2026-06
LI-5015,2026-06-29,17020,13,63.37,2026-06
LI-5001,2026-05-20,33788,14,86.45,2026-05
LI-5102,2026-05-23,5152,8,19.77,2026-05
LI-5104,2026-04-28,3986,5,16.32,2026-04
LI-5001,2026-05-24,51083,74,123.01,2026-05
LI-5013,2026-04-09,5761,4,12.7,2026-04
LI-5102,2026-05-28,8585,11,21.03,2026-05
LI-5999,2026-04-15,32200,19,103.78,2026-04
LI-5009,2026-06-30,20851,29,64.41,2026-06
LI-5004,2026-05-07,40295,62,122.16,2026-05
LI-5008,2026-04-03,9121,9,16.57,2026-04
LI-5013,2026-06-14,6528,9,13.12,2026-06
LI-5012,2026-05-20,15428,29,27.71,2026-05
LI-5104,2026-05-25,4209,7,12.82,2026-05
LI-5105,2026-06-01,7975,11,19.0,2026-06
LI-5011,2026-05-17,6808,2,21.4,2026-05
LI-5001,2026-04-26,46453,35,186.29,2026-04
LI-5001,2026-06-17,38847,46,98.26,2026-06
LI-5003,2026-06-06,12464,18,40.16,2026-06
LI-5102,2026-06-12,5151,6,21.13,2026-06
LI-5015,2026-06-07,16408,25,62.52,2026-06
LI-5103,2026-04-17,4759,3,17.84,2026-04
LI-5011,2026-05-30,7120,6,17.27,2026-05
LI-5003,2026-06-30,12787,13,29.96,2026-06
LI-5012,2026-04-15,20973,22,39.97,2026-04
LI-5003,2026-05-29,19947,33,72.26,2026-05
LI-5010,2026-06-26,34847,61,56.08,2026-06
LI-5004,2026-05-08,30445,44,78.25,2026-05
LI-5011,2026-06-14,4235,3,14.87,2026-06
LI-5012,2026-06-16,22468,21,45.85,2026-06
LI-5003,2026-05-30,19473,34,51.69,2026-05
LI-5005,2026-05-01,6210,12,22.77,2026-05
LI-5015,2026-06-23,12359,8,25.34,2026-06
LI-5104,2026-06-12,3489,5,13.56,2026-06
LI-5106,2026-04-26,8016,6,15.45,2026-04
LI-5012,2026-06-25,22900,46,49.51,2026-06
LI-5105,2026-06-02,8971,8,26.56,2026-06
LI-5015,2026-05-06,12356,11,33.67,2026-05
LI-5106,2026-06-09,5246,4,11.14,2026-06
LI-5013,2026-06-27,6901,12,15.25,2026-06
LI-5004,2026-04-06,28820,55,102.19,2026-04
LI-5105,2026-05-26,8515,7,15.05,2026-05
LI-5007,2026-05-10,15698,19,54.63,2026-05
LI-5009,2026-05-07,19730,9,59.81,2026-05
LI-5004,2026-04-01,21044,28,49.18,2026-04
LI-5005,2026-04-15,6576,12,23.4,2026-04
LI-5004,2026-05-04,25613,28,82.49,2026-05
LI-5015,2026-04-24,12752,8,21.24,2026-04
LI-5001,2026-06-02,37740,42,149.17,2026-06
LI-5003,2026-06-18,17809,14,70.43,2026-06
LI-5104,2026-06-03,4116,6,13.18,2026-06
LI-5006,2026-05-18,62377,84,246.62,2026-05
LI-5012,2026-06-02,23802,13,81.07,2026-06
LI-5014,2026-06-10,14250,24,31.87,2026-06
LI-5013,2026-05-14,5685,4,10.23,2026-05
LI-5010,2026-04-01,46128,90,137.15,2026-04
LI-5105,2026-06-12,6878,3,25.86,2026-06
LI-5015,2026-05-25,14873,6,59.27,2026-05
LI-5003,2026-06-10,14838,19,38.77,2026-06
LI-5008,2026-06-17,7475,3,13.95,2026-06
LI-5105,2026-06-13,10259,13,32.87,2026-06
LI-5003,2026-05-03,8764,17,16.65,2026-05
LI-5010,2026-05-27,28850,34,61.07,2026-05
LI-5103,2026-06-07,4524,2,7.79,2026-06
LI-5104,2026-05-08,2382,4,7.5,2026-05
LI-5103,2026-04-03,3821,5,6.84,2026-04
LI-5004,2026-05-23,33090,40,111.91,2026-05
LI-5014,2026-05-09,14179,16,24.78,2026-05
LI-5016,2026-06-12,24117,26,79.15,2026-06
LI-5001,2026-06-08,34850,68,123.63,2026-06
LI-5010,2026-06-16,30787,46,54.13,2026-06
LI-5103,2026-05-29,3603,4,14.17,2026-05
LI-5014,2026-04-29,17039,32,49.41,2026-04
LI-5005,2026-05-03,8166,4,32.69,2026-05
LI-5104,2026-05-31,3079,4,9.56,2026-05
LI-5001,2026-06-04,67404,133,279.1,2026-06
LI-5015,2026-06-20,13110,5,52.47,2026-06
LI-5010,2026-05-06,37085,38,138.07,2026-05
LI-5013,2026-05-18,5348,7,12.65,2026-05
LI-5102,2026-04-27,7086,4,24.01,2026-04
LI-5004,2026-06-30,46656,74,185.64,2026-06
LI-5015,2026-06-03,13035,18,32.66,2026-06
LI-5002,2026-05-08,13050,6,42.23,2026-05
LI-5009,2026-05-03,19959,24,83.68,2026-05
LI-5005,2026-06-16,4391,2,14.22,2026-06
LI-5014,2026-05-06,17652,16,30.73,2026-05
LI-5106,2026-06-06,5152,7,20.12,2026-06
LI-5106,2026-05-30,5532,2,12.93,2026-05
LI-5012,2026-05-13,12106,16,39.47,2026-05
LI-5014,2026-06-05,16822,12,37.96,2026-06
LI-5104,2026-06-08,4268,2,15.19,2026-06
LI-5007,2026-04-18,11394,19,22.7,2026-04
LI-5008,2026-06-05,8834,8,22.1,2026-06
LI-5003,2026-05-31,15679,30,60.95,2026-06
LI-5013,2026-04-08,5840,4,22.66,2026-04
LI-5010,2026-04-11,38777,76,141.68,2026-04
LI-5102,2026-05-11,8201,15,24.75,2026-05
LI-5105,2026-06-05,7136,10,24.36,2026-06
LI-5004,2026-06-26,36203,61,95.05,2026-06
LI-5014,2026-06-04,14517,29,59.15,2026-06
LI-5005,2026-04-06,5874,2,11.08,2026-04
LI-5103,2026-05-27,5593,3,14.92,2026-05
LI-5106,2026-04-22,6911,13,16.56,2026-04
LI-5009,2026-06-06,25882,15,51.03,2026-06
LI-5012,2026-04-30,17671,31,56.22,2026-04
LI-5101,2026-04-27,4490,5,11.12,2026-04
LI-5014,2026-06-29,17197,7,66.53,2026-06
LI-5102,2026-04-25,6932,5,17.95,2026-04
LI-5101,2026-05-15,3770,5,9.78,2026-05
LI-5102,2026-06-23,6928,6,14.38,2026-06
LI-5006,2026-06-21,43546,52,89.13,2026-06
LI-5012,2026-04-07,24103,13,69.24,2026-04
LI-5103,2026-06-30,4710,3,10.37,2026-06
LI-5103,2026-06-12,3705,3,14.07,2026-06
LI-5004,2026-05-16,29786,30,98.28,2026-05
LI-5102,2026-06-05,8369,16,29.25,2026-06
LI-5011,2026-06-02,6928,11,11.95,2026-06
LI-5001,2026-05-27,57874,85,175.95,2026-05
LI-5004,2026-06-24,22228,18,48.31,2026-06
LI-5006,2026-05-26,52343,32,144.58,2026-05
LI-5102,2026-04-19,6214,8,13.31,2026-04
LI-5014,2026-04-12,12253,5,45.37,2026-04
LI-5104,2026-05-07,3764,3,10.12,2026-05
LI-5014,2026-06-06,10712,20,32.47,2026-06
LI-5014,2026-04-28,11086,17,18.86,2026-04
LI-5001,2026-04-11,36801,53,138.46,2026-04
LI-5105,2026-05-10,7844,16,29.87,2026-05
LI-5003,2026-04-01,15024,12,42.52,2026-04
LI-5105,2026-04-30,6880,12,23.81,2026-05
LI-5007,2026-06-21,15418,22,31.95,2026-06
LI-5003,2026-06-02,12250,20,32.52,2026-06
LI-5014,2026-05-01,11692,16,22.28,2026-05
LI-5013,2026-05-19,4686,8,19.35,2026-05
LI-5011,2026-05-07,5559,5,15.12,2026-05
LI-5002,2026-05-17,9466,12,30.27,2026-05
LI-5010,2026-05-17,42416,72,89.94,2026-05
LI-5010,2026-06-28,19916,34,78.79,2026-06
LI-5101,2026-06-16,10235,18,32.38,2026-06
LI-5104,2026-04-13,3102,6,11.72,2026-04
LI-5008,2026-06-03,4423,6,13.53,2026-06
LI-5008,2026-06-20,6221,7,12.58,2026-06
LI-5103,2026-05-09,2409,4,5.27,2026-05
LI-5012,2026-06-11,17191,22,66.5,2026-06
LI-5106,2026-05-29,4486,4,18.34,2026-05
LI-5002,2026-05-05,9596,6,26.7,2026-05
LI-5010,2026-05-21,34571,21,63.86,2026-05
LI-5010,2026-05-30,38462,37,119.97,2026-05
LI-5012,2026-06-09,21503,17,46.67,2026-06
LI-5003,2026-06-14,14810,21,52.14,2026-06
LI-5102,2026-06-09,7049,13,23.78,2026-06
LI-5010,2026-04-21,32915,55,127.7,2026-04
LI-5102,2026-06-01,5623,6,22.3,2026-06
LI-5002,2026-04-01,9031,12,16.33,2026-04
LI-5104,2026-04-01,3320,6,9.4,2026-04
LI-5001,2026-04-17,53124,21,96.74,2026-04
LI-5102,2026-04-01,7188,12,27.97,2026-04
LI-5101,2026-06-04,9986,13,22.18,2026-06
LI-5104,2026-04-11,4252,4,7.16,2026-04
LI-5012,2026-06-10,23929,20,47.69,2026-06
LI-5002,2026-06-06,10272,4,38.05,2026-06
LI-5103,2026-06-25,1948,2,3.92,2026-06
LI-5101,2026-04-10,7191,7,21.84,2026-04
LI-5102,2026-05-05,6081,4,21.17,2026-05
LI-5010,2026-06-04,23234,43,60.62,2026-06
LI-5011,2026-06-20,7887,15,16.95,2026-06
LI-5011,2026-06-01,10022,14,17.51,2026-06
LI-5008,2026-04-22,5598,5,18.72,2026-04
LI-5005,2026-04-19,5155,7,16.29,2026-04
LI-5014,2026-05-30,12985,9,53.49,2026-05
LI-5106,2026-04-05,12190,11,25.09,2026-04
LI-5105,2026-05-04,10060,18,31.55,2026-05
LI-5001,2026-06-30,40453,61,104.61,2026-06
LI-5008,2026-05-08,9065,3,23.73,2026-05
LI-5005,2026-06-05,4958,9,17.2,2026-06
LI-5002,2026-04-12,6113,2,14.57,2026-04
LI-5012,2026-06-17,13735,23,27.59,2026-06
LI-5104,2026-04-10,2973,1,7.75,2026-04
LI-5006,2026-04-03,50229,63,183.35,2026-04
LI-5012,2026-04-12,19416,14,76.91,2026-04
LI-5007,2026-06-08,8225,16,17.83,2026-06
LI-5011,2026-04-04,7162,7,21.44,2026-04
LI-5013,2026-05-30,5263,6,10.92,2026-05
LI-5013,2026-05-12,5418,9,16.09,2026-05
LI-5006,2026-04-30,48661,73,116.78,2026-04
LI-5001,2026-05-14,46637,66,144.58,2026-05
LI-5005,2026-05-29,4803,3,16.02,2026-05
LI-5007,2026-05-18,17800,30,51.54,2026-05
LI-5001,2026-05-09,30157,32,125.88,2026-05
LI-5013,2026-05-15,4484,4,16.04,2026-05
LI-5007,2026-05-13,15398,22,47.84,2026-05
LI-5009,2026-06-21,34682,51,89.59,2026-06
LI-5999,2026-04-17,45074,22,134.01,2026-04
LI-5005,2026-06-29,6842,5,28.48,2026-06
LI-5009,2026-06-29,24806,26,54.53,2026-06
LI-5101,2026-04-05,6096,10,19.59,2026-04
LI-5104,2026-05-16,3697,5,9.14,2026-05
LI-5002,2026-06-09,9418,16,18.51,2026-06
LI-5104,2026-04-30,2756,5,5.85,2026-04
LI-5013,2026-06-17,7425,7,22.68,2026-06
LI-5013,2026-04-11,5949,9,19.95,2026-04
LI-5006,2026-04-20,42976,58,98.3,2026-04
LI-5015,2026-04-08,4797,5,10.33,2026-04
LI-5002,2026-04-06,11366,20,20.66,2026-04
LI-5015,2026-05-10,9700,15,19.21,2026-05
LI-5014,2026-04-27,13218,26,28.88,2026-04
LI-5015,2026-06-05,16493,30,46.93,2026-06
LI-5009,2026-04-22,22494,15,42.26,2026-04
LI-5009,2026-05-31,25046,25,58.26,2026-06
LI-5102,2026-05-07,5991,8,23.84,2026-05
LI-5013,2026-05-01,6800,13,14.29,2026-05
LI-5003,2026-05-15,7430,7,20.91,2026-05
LI-5005,2026-06-26,6406,12,20.63,2026-06
LI-5010,2026-05-28,34910,38,75.86,2026-05
LI-5106,2026-06-01,8167,15,34.3,2026-06
LI-5005,2026-04-18,7758,5,19.66,2026-04
LI-5106,2026-05-14,7703,10,19.85,2026-05
LI-5102,2026-04-30,5800,2,15.78,2026-04
LI-5009,2026-06-27,21290,33,59.15,2026-06
LI-5103,2026-06-14,5125,6,9.44,2026-06
LI-5012,2026-05-25,20650,15,52.77,2026-05
LI-5008,2026-04-12,8093,6,28.21,2026-04
LI-5015,2026-04-28,8828,8,36.0,2026-04
LI-5004,2026-05-19,18734,36,50.8,2026-05
LI-5008,2026-04-15,4999,8,13.27,2026-04
LI-5105,2026-06-28,6214,9,13.56,2026-06
LI-5104,2026-05-18,3825,3,6.63,2026-05
LI-5016,2026-06-07,29751,19,64.42,2026-06
LI-5102,2026-05-22,7292,7,13.43,2026-05
LI-5011,2026-05-09,8147,14,14.34,2026-05
LI-5005,2026-06-18,5948,2,16.68,2026-06
LI-5007,2026-05-07,14097,16,54.83,2026-05
LI-5103,2026-05-31,4402,6,12.46,2026-06
LI-5009,2026-04-23,14485,28,32.64,2026-04
LI-5103,2026-05-07,4360,6,17.09,2026-05
LI-5012,2026-04-10,28809,56,106.22,2026-04
LI-5010,2026-05-25,29743,60,53.63,2026-05
LI-5008,2026-06-16,5741,3,10.13,2026-06
LI-5005,2026-04-08,4432,3,8.96,2026-04
LI-5005,2026-05-04,5960,11,23.08,2026-05
LI-5103,2026-06-04,3473,5,11.78,2026-06
LI-5014,2026-04-06,12532,14,29.79,2026-04
LI-5003,2026-04-07,20552,35,34.1,2026-04
LI-5011,2026-04-12,8406,4,18.21,2026-04
LI-5105,2026-05-15,8601,14,27.21,2026-05
LI-5102,2026-05-29,7542,8,17.68,2026-05
LI-5105,2026-06-17,4841,9,8.49,2026-06
LI-5105,2026-04-21,6262,7,22.25,2026-04
LI-5014,2026-04-17,15063,31,30.36,2026-04
LI-5002,2026-05-02,9950,4,34.25,2026-05
LI-5001,2026-04-10,34997,57,115.15,2026-04
LI-5104,2026-05-05,3528,6,10.32,2026-05
LI-5002,2026-06-13,10936,13,44.49,2026-06
LI-5009,2026-06-16,13680,21,28.21,2026-06
LI-5013,2026-05-04,7421,14,20.63,2026-05
LI-5003,2026-05-20,11721,19,31.11,2026-05
LI-5101,2026-04-11,8817,16,36.83,2026-04
LI-5005,2026-04-10,7074,6,18.48,2026-04
LI-5007,2026-04-26,18124,32,58.91,2026-04
LI-5105,2026-05-02,8122,15,30.64,2026-05
LI-5008,2026-06-29,7305,8,25.11,2026-06
LI-5003,2026-06-29,16993,22,53.6,2026-06
LI-5104,2026-04-15,2574,2,6.2,2026-04
